city,area,latitude,longitude
Čečkovice,Havlíčkův Brod,49.784709,15.664069
Čečovice,Domažlice,49.585171,13.021847
Čehovice,Prostějov,49.432550,17.175182
Čechočovice,Třebíč,49.202965,15.793702
Čechtice,Benešov,49.624128,15.048346
Čechtín,Třebíč,49.293149,15.819975
Čechy,Přerov,49.429155,17.534434
Čechy pod Kosířem,Prostějov,49.551061,17.037775
Čejč,Hodonín,48.946631,16.965214
Čejetice,Strakonice,49.252920,14.020488
Čejkovice,České Budějovice,49.014436,14.383008
Čejkovice,Hodonín,48.906019,16.942409
Čejkovice,Znojmo,48.877801,16.287428
Čejkovice,Kutná Hora,49.791923,15.349767
Čejov,Pelhřimov,49.565751,15.379353
Čeladná,Frýdek-Místek,49.548829,18.337697
Čelákovice,Praha-východ,50.162803,14.751089
Čelčice,Prostějov,49.412429,17.193740
Čelechovice,Přerov,49.510136,17.372246
Čelechovice na Hané,Prostějov,49.516364,17.093902
Čelistná,Pelhřimov,49.360262,15.206421
Čeložnice,Hodonín,49.051964,17.154760
Čeminy,Plzeň-sever,49.800070,13.253217
Čenkov,Příbram,49.777803,14.000860
Čenkov u Bechyně,České Budějovice,49.233538,14.500943
Čenkovice,Ústí nad Orlicí,50.011481,16.682509
Čeperka,Pardubice,50.133120,15.773339
Čepí,Pardubice,49.985238,15.717675
Čepřovice,Strakonice,49.155339,13.975181
Čeradice,Louny,50.308851,13.494015
Čerčany,Benešov,49.853032,14.703093
Čermákovice,Znojmo,49.032153,16.195072
Čermná,Trutnov,50.550083,15.769729
Čermná,Domažlice,49.531701,13.116707
Čermná nad Orlicí,Rychnov nad Kněžnou,50.080411,16.144089
Čermná ve Slezsku,Opava,49.782431,17.702213
Černá,Žďár nad Sázavou,49.426181,15.863930
Černá Hora,Blansko,49.413707,16.581502
Černá u Bohdanče,Pardubice,50.056130,15.671936
Černá v Pošumaví,Český Krumlov,48.738072,14.110637
Černá Voda,Jeseník,50.308312,17.147100
Černava,Karlovy Vary,50.291365,12.711084
Černčice,Náchod,50.335841,16.102688
Černčice,Louny,50.361485,13.845324
Černé Voděrady,Praha-východ,49.941659,14.806890
Černěves,Litoměřice,50.454495,14.243217
Černíč,Jihlava,49.127972,15.459430
Černíkov,Klatovy,49.422778,13.130130
Černíkovice,Rychnov nad Kněžnou,50.186688,16.207062
Černíkovice,Plzeň-sever,49.975551,13.567010
Černíky,Nymburk,50.102118,14.820104
Černilov,Hradec Králové,50.262743,15.922644
Černín,Znojmo,48.983053,16.021013
Černíny,Kutná Hora,49.840116,15.218931
Černiv,Litoměřice,50.445046,14.059049
Černolice,Praha-západ,49.909790,14.299358
Černošice,Praha-západ,49.960184,14.319902
Černošín,Tachov,49.816245,12.883925
Černotín,Přerov,49.531975,17.772231
Černouček,Litoměřice,50.360924,14.307446
Černousy,Liberec,51.004564,15.050573
Černov,Pelhřimov,49.344066,15.314148
Černovice,Blansko,49.483630,16.423018
Černovice,Pelhřimov,49.372757,14.960993
Černovice,Domažlice,49.615661,12.997040
Černovice,Chomutov,50.447783,13.359354
Čerňovice,Plzeň-sever,49.813006,13.103784
Černožice,Hradec Králové,50.318732,15.874133
Černuc,Kladno,50.301245,14.202603
Černvír,Brno-venkov,49.445413,16.346286
Černý Důl,Trutnov,50.635059,15.710701
Černýšovice,Tábor,49.325232,14.520546
Červená Hora,Náchod,50.450166,16.058927
Červená Lhota,Třebíč,49.284564,15.806208
Červená Řečice,Pelhřimov,49.511334,15.178468
Červená Třemešná,Jičín,50.399430,15.643602
Červená Voda,Ústí nad Orlicí,50.040389,16.742787
Červené Janovice,Kutná Hora,49.834712,15.253438
Červené Pečky,Kolín,49.978318,15.208666
Červené Poříčí,Klatovy,49.501992,13.294553
Červenka,Olomouc,49.718889,17.083808
Červený Hrádek,Jindřichův Hradec,49.122981,15.539027
Červený Kostelec,Náchod,50.476361,16.093000
Červený Újezd,Benešov,49.555506,14.604165
Červený Újezd,Praha-západ,50.069809,14.166017
Česká,Brno-venkov,49.280178,16.565510
Česká Bělá,Havlíčkův Brod,49.643015,15.691066
Česká Bříza,Plzeň-sever,49.828513,13.429819
Česká Čermná,Náchod,50.400822,16.229527
Česká Kamenice,Děčín,50.797908,14.417784
Česká Kubice,Domažlice,49.369488,12.858904
Česká Lípa,Česká Lípa,50.678620,14.539799
Česká Metuje,Náchod,50.545672,16.180328
Česká Rybná,Ústí nad Orlicí,50.071923,16.392345
Česká Skalice,Náchod,50.394767,16.042868
Česká Třebová,Ústí nad Orlicí,49.901982,16.447385
Česká Ves,Jeseník,50.257454,17.228153
České Budějovice,České Budějovice,48.975758,14.480355
České Heřmanice,Ústí nad Orlicí,49.931529,16.253203
České Lhotice,Chrudim,49.847036,15.777938
České Libchavy,Ústí nad Orlicí,50.029927,16.371803
České Meziříčí,Rychnov nad Kněžnou,50.286898,16.044385
České Petrovice,Ústí nad Orlicí,50.119374,16.605474
České Velenice,Jindřichův Hradec,48.768608,14.963775
Český Brod,Kolín,50.074304,14.860919
Český Dub,Liberec,50.661116,14.996287
Český Jiřetín,Most,50.707590,13.547489
Český Krumlov,Český Krumlov,48.812835,14.317566
Český Rudolec,Jindřichův Hradec,49.068454,15.324472
Český Šternberk,Benešov,49.810991,14.928256
Český Těšín,Karviná,49.747144,18.623896
Čestice,Strakonice,49.167929,13.803800
Čestice,Rychnov nad Kněžnou,50.127918,16.145832
Čestín,Kutná Hora,49.807713,15.104503
Čestlice,Praha-východ,50.002617,14.583719
Češov,Jičín,50.339204,15.360429
Číčenice,Strakonice,49.153152,14.230951
Číčovice,Praha-západ,50.156814,14.249483
Číhalín,Třebíč,49.268545,15.812163
Číhaň,Klatovy,49.342510,13.425893
Číhošť,Havlíčkův Brod,49.741853,15.335180
Čichalov,Karlovy Vary,50.124360,13.171190
Číchov,Třebíč,49.284719,15.762199
Čikov,Třebíč,49.269605,16.141012
Čilá,Rokycany,49.961766,13.742166
Čilec,Nymburk,50.219494,14.981754
Čím,Příbram,49.778620,14.377907
Čimelice,Písek,49.465681,14.069328
Číměř,Jindřichův Hradec,49.060706,15.073772
Číměř,Třebíč,49.200243,15.998557
Čímice,Klatovy,49.253746,13.605991
Činěves,Nymburk,50.230096,15.213992
Čisovice,Praha-západ,49.863480,14.314883
Čistá,Svitavy,49.827322,16.328783
Čistá,Mladá Boleslav,50.472083,14.843595
Čistá,Rakovník,50.099047,13.733683
Čistá u Horek,Semily,50.531700,15.607650
Čistěves,Hradec Králové,50.288930,15.731935
Čižice,Plzeň-jih,49.648043,13.397992
Čížkov,Pelhřimov,49.440552,15.118556
Čížkov,Plzeň-jih,49.540479,13.683496
Čížkovice,Litoměřice,50.484284,14.028506
Čížkrajice,České Budějovice,48.806592,14.636226
Čížov,Jihlava,49.387250,15.575048
Čížová,Písek,49.356861,14.093158
Čkyně,Prachatice,49.115134,13.829161
Člunek,Jindřichův Hradec,49.111546,15.126860
Čmelíny,Plzeň-jih,49.488923,13.654594
Čtveřín,Liberec,50.592605,15.100281
Čtyřkoly,Benešov,49.868613,14.719742
Čučice,Brno-venkov,49.137181,16.278687
Dačice,Jindřichův Hradec,49.079920,15.434304
Dalečín,Žďár nad Sázavou,49.591370,16.240185
Daleké Dušníky,Příbram,49.727533,14.186636
Dalešice,Třebíč,49.129105,16.082010
Dalešice,Jablonec nad Nisou,50.681858,15.184679
Dalovice,Karlovy Vary,50.247898,12.895923
Dalovice,Mladá Boleslav,50.425788,14.880041
Dambořice,Hodonín,49.038383,16.917678
Damnice,Znojmo,48.920412,16.374203
Damníkov,Ústí nad Orlicí,49.871344,16.560355
Daňkovice,Žďár nad Sázavou,49.654082,16.148711
Darkovice,Opava,49.936016,18.222234
Daskabát,Olomouc,49.578642,17.447349
Dasnice,Sokolov,50.146566,12.567344
Dasný,České Budějovice,49.019337,14.407512
Dašice,Pardubice,50.028543,15.912545
Davle,Praha-západ,49.892280,14.400478
Deblín,Brno-venkov,49.320459,16.346542
Děčany,Litoměřice,50.438699,13.908578
Děčín,Děčín,50.772656,14.212861
Dědice,Třebíč,49.029803,15.727855
Dědová,Chrudim,49.761203,15.986569
Dehtáře,Pelhřimov,49.486202,15.275386
Děhylov,Opava,49.869481,18.163431
Děkanovice,Benešov,49.618789,15.148645
Děkov,Rakovník,50.171283,13.554483
Děpoltovice,Karlovy Vary,50.294681,12.814015
Desná,Jablonec nad Nisou,50.754810,15.313862
Desná,Svitavy,49.807641,16.224152
Dešenice,Klatovy,49.274410,13.171052
Dešná,Jindřichův Hradec,48.957675,15.542926
Dešná,Zlín,49.266709,17.846028
Dešov,Třebíč,48.985724,15.701510
Deštná,Jindřichův Hradec,49.265237,14.924058
Deštná,Blansko,49.612653,16.563659
Deštné v Orlických horách,Rychnov nad Kněžnou,50.304743,16.350751
Deštnice,Louny,50.230738,13.609915
Dětenice,Jičín,50.368180,15.170627
Dětkovice,Vyškov,49.272783,17.144316
Dětkovice,Prostějov,49.415458,17.082286
Dětmarovice,Karviná,49.894214,18.460901
Dětřichov,Liberec,50.892748,15.036676
Dětřichov,Svitavy,49.800070,16.532701
Dětřichov nad Bystřicí,Bruntál,49.834288,17.401831
Dětřichov u Moravské Třebové,Svitavy,49.787241,16.710609
Dílce,Jičín,50.467293,15.359434
Díly,Domažlice,49.446373,12.786498
Dírná,Tábor,49.242967,14.844867
Diváky,Břeclav,48.988794,16.791869
Dívčí Hrad,Bruntál,50.243942,17.633923
Dívčí Kopy,Jindřichův Hradec,49.260383,15.046007
Dívčice,České Budějovice,49.108733,14.309399
Divec,Hradec Králové,50.239875,15.921759
Divišov,Benešov,49.788592,14.875895
Dlažkovice,Litoměřice,50.465654,13.965060
Dlažov,Klatovy,49.365855,13.166450
Dlouhá Brtnice,Jihlava,49.236176,15.604269
Dlouhá Lhota,Tábor,49.352618,14.789052
Dlouhá Lhota,Blansko,49.428757,16.509700
Dlouhá Lhota,Mladá Boleslav,50.420201,15.054223
Dlouhá Lhota,Příbram,49.721224,14.120705
Dlouhá Loučka,Olomouc,49.816357,17.179781
Dlouhá Loučka,Svitavy,49.700947,16.641393
Dlouhá Stráň,Bruntál,49.960143,17.500561
Dlouhá Třebová,Ústí nad Orlicí,49.940498,16.423397
Dlouhá Ves,Havlíčkův Brod,49.578654,15.674850
Dlouhá Ves,Klatovy,49.196383,13.509360
Dlouhé,Žďár nad Sázavou,49.509081,16.123148
Dlouhomilov,Šumperk,49.906997,16.991411
Dlouhoňovice,Ústí nad Orlicí,50.070296,16.441645
Dlouhopolsko,Nymburk,50.175313,15.306231
Dlouhý Most,Liberec,50.711714,15.075978
Dlouhý Újezd,Tachov,49.768405,12.628580
Dnešice,Plzeň-jih,49.604930,13.264653
Dobelice,Znojmo,49.017342,16.278730
Dobev,Písek,49.295350,14.048531
Dobkovice,Děčín,50.714949,14.193259
Dobrá,Frýdek-Místek,49.673927,18.414037
Dobrá Voda,Pelhřimov,49.358246,15.270103
Dobrá Voda,Žďár nad Sázavou,49.393997,16.065144
Dobrá Voda u Českých Budějovic,České Budějovice,48.968311,14.525035
Dobrá Voda u Hořic,Jičín,50.348096,15.602674
Dobrá Voda u Pacova,Pelhřimov,49.404380,15.027810
Dobratice,Frýdek-Místek,49.660491,18.492374
Dobrčice,Přerov,49.402129,17.480594
Dobré,Rychnov nad Kněžnou,50.269855,16.263866
Dobré Pole,Břeclav,48.824436,16.535282
Dobrkovice,Zlín,49.094555,17.669619
Dobrná,Děčín,50.769646,14.293376
Dobročkovice,Vyškov,49.163035,17.109099
Dobročovice,Praha-východ,50.056421,14.700015
Dobrohošť,Jindřichův Hradec,49.078488,15.488583
Dobrochov,Prostějov,49.385961,17.105673
Dobroměřice,Louny,50.370197,13.794844
Dobromilice,Prostějov,49.358540,17.141647
Dobronice u Bechyně,Tábor,49.343411,14.496837
Dobronín,Jihlava,49.478429,15.650023
Dobroslavice,Opava,49.880434,18.141029
Dobroutov,Jihlava,49.462343,15.736590
Dobrovice,Mladá Boleslav,50.369427,14.962439
Dobrovítov,Kutná Hora,49.787634,15.328817
Dobrovíz,Praha-západ,50.113163,14.217841
Dobršín,Klatovy,49.261401,13.561152
Dobruška,Rychnov nad Kněžnou,50.292111,16.160118
Dobřany,Rychnov nad Kněžnou,50.322221,16.285397
Dobřany,Plzeň-jih,49.654933,13.293177
Dobřejovice,Praha-východ,49.981717,14.578370
Dobřeň,Mělník,50.479505,14.556812
Dobřenice,Hradec Králové,50.147821,15.641146
Dobříč,Plzeň-sever,49.884660,13.468475
Dobříč,Praha-západ,50.020021,14.259017
Dobřichov,Kolín,50.079731,15.032473
Dobřichovice,Praha-západ,49.927597,14.274802
Dobříkov,Ústí nad Orlicí,50.002605,16.133921
Dobříň,Litoměřice,50.437691,14.293890
Dobřínsko,Znojmo,49.052312,16.261770
Dobříš,Příbram,49.781238,14.167273
Dobřív,Rokycany,49.715763,13.686921
Dobšice,České Budějovice,49.216003,14.483885
Dobšice,Znojmo,48.848447,16.085512
Dobšice,Nymburk,50.132535,15.268716
Dobšín,Mladá Boleslav,50.483425,15.116761
Dohalice,Hradec Králové,50.287371,15.694605
Doksany,Litoměřice,50.454991,14.161240
Doksy,Česká Lípa,50.565945,14.654377
Doksy,Kladno,50.119102,14.047930
Dolánky nad Ohří,Litoměřice,50.472956,14.162716
Dolany,Náchod,50.380098,15.961380
Dolany,Olomouc,49.649973,17.322508
Dolany,Pardubice,50.113474,15.691707
Dolany,Klatovy,49.443368,13.248222
Dolany,Plzeň-sever,49.807924,13.472466
Dolany,Kladno,50.115571,14.149791
Dolany,Mělník,50.222140,14.349629
Dolce,Plzeň-jih,49.552967,13.393513
Dolenice,Znojmo,48.909233,16.365753
Dolní Bečva,Vsetín,49.455076,18.194298
Dolní Bělá,Plzeň-sever,49.896264,13.273369
Dolní Benešov,Opava,49.923215,18.101406
Dolní Beřkovice,Mělník,50.393236,14.450352
Dolní Bezděkov,Chrudim,49.960537,15.883877
Dolní Bojanovice,Hodonín,48.858707,17.028691
Dolní Bousov,Mladá Boleslav,50.438348,15.128232
Dolní Branná,Trutnov,50.593265,15.593924
Dolní Brusnice,Trutnov,50.458843,15.726876
Dolní Břežany,Praha-západ,49.963314,14.458611
Dolní Bukovsko,České Budějovice,49.170963,14.581370
Dolní Cerekev,Jihlava,49.344588,15.456651
Dolní Čermná,Ústí nad Orlicí,49.979635,16.564857
Dolní Dobrouč,Ústí nad Orlicí,49.992831,16.497763
Dolní Domaslavice,Frýdek-Místek,49.712825,18.481063
Dolní Dubňany,Znojmo,49.055887,16.226800
Dolní Dunajovice,Břeclav,48.854571,16.592933
Dolní Dvořiště,Český Krumlov,48.656521,14.452309
Dolní Dvůr,Trutnov,50.652348,15.655683
Dolní Habartice,Děčín,50.747281,14.333391
Dolní Hbity,Příbram,49.657558,14.169935
Dolní Heřmanice,Žďár nad Sázavou,49.304851,16.060208
Dolní Hořice,Tábor,49.435483,14.850632
Dolní Hradiště,Plzeň-sever,49.913843,13.496320
Dolní Hrachovice,Tábor,49.486182,14.797204
Dolní Chvatliny,Kolín,49.980602,15.069390
Dolní Kalná,Trutnov,50.538973,15.639300
Dolní Kounice,Brno-venkov,49.070212,16.465024
Dolní Kralovice,Benešov,49.644223,15.177648
Dolní Krupá,Havlíčkův Brod,49.660734,15.603140
Dolní Krupá,Mladá Boleslav,50.546419,14.867270
Dolní Lánov,Trutnov,50.587095,15.664426
Dolní Lažany,Třebíč,49.100034,15.822815
Dolní Lhota,Ostrava-město,49.842458,18.092517
Dolní Lhota,Zlín,49.137271,17.812463
Dolní Libochová,Žďár nad Sázavou,49.408387,16.184706
Dolní Lochov,Jičín,50.452243,15.286389
Dolní Lomná,Frýdek-Místek,49.547928,18.706198
Dolní Loučky,Brno-venkov,49.361092,16.358812
Dolní Lukavice,Plzeň-jih,49.602031,13.344340
Dolní Lutyně,Karviná,49.898856,18.428262
Dolní Město,Havlíčkův Brod,49.627806,15.382401
Dolní Morava,Ústí nad Orlicí,50.122417,16.799687
Dolní Moravice,Bruntál,49.978038,17.322370
Dolní Němčí,Uherské Hradiště,48.968468,17.585962
Dolní Nětčice,Přerov,49.476274,17.675121
Dolní Nivy,Sokolov,50.243218,12.637158
Dolní Novosedly,Písek,49.329225,14.196093
Dolní Olešnice,Trutnov,50.524045,15.712271
Dolní Pěna,Jindřichův Hradec,49.110604,15.022153
Dolní Podluží,Děčín,50.879988,14.595146
Dolní Pohleď,Kutná Hora,49.743519,15.133625
Dolní Poustevna,Děčín,50.982619,14.286956
Dolní Přím,Hradec Králové,50.239725,15.708601
Dolní Radechová,Náchod,50.438436,16.151339
Dolní Roveň,Pardubice,50.029373,15.967844
Dolní Rožínka,Žďár nad Sázavou,49.477110,16.210566
Dolní Rychnov,Sokolov,50.164731,12.645192
Dolní Řasnice,Liberec,50.945787,15.168786
Dolní Ředice,Pardubice,50.077906,15.924033
Dolní Slivno,Mladá Boleslav,50.308882,14.732843
Dolní Sokolovec,Havlíčkův Brod,49.726648,15.715276
Dolní Stakory,Mladá Boleslav,50.437396,14.972584
Dolní Studénky,Šumperk,49.935160,16.971178
Dolní Těšice,Přerov,49.495466,17.806908
Dolní Tošanovice,Frýdek-Místek,49.684257,18.488568
Dolní Třebonín,Český Krumlov,48.855526,14.409805
Dolní Újezd,Přerov,49.546068,17.535582
Dolní Újezd,Svitavy,49.825720,16.254710
Dolní Věstonice,Břeclav,48.888324,16.643792
Dolní Vilémovice,Třebíč,49.153662,15.977292
Dolní Vilímeč,Jihlava,49.135989,15.520541
Dolní Zálezly,Ústí nad Labem,50.597423,14.043190
Dolní Zimoř,Mělník,50.426717,14.501473
Dolní Žandov,Cheb,50.018055,12.551125
Dolní Žďár,Jindřichův Hradec,49.101227,14.988276
Dolní Životice,Opava,49.897418,17.779797
Doloplazy,Olomouc,49.567276,17.411581
Doloplazy,Prostějov,49.350312,17.160101
Domamil,Třebíč,49.083336,15.695675
Domanín,Jindřichův Hradec,48.971783,14.739869
Domanín,Hodonín,49.001770,17.284869
Dománovice,Kolín,50.111955,15.322621
Domašín,Chomutov,50.420806,13.172313
Domašov,Brno-venkov,49.245429,16.343924
Domašov nad Bystřicí,Olomouc,49.742397,17.445404
Domašov u Šternberka,Olomouc,49.705886,17.338000
Domaželice,Přerov,49.427781,17.545867
Domažlice,Domažlice,49.439803,12.931243
Domoraz,Klatovy,49.250731,13.662108
Domousnice,Mladá Boleslav,50.394302,15.101704
Domoušice,Louny,50.234257,13.729627
Doňov,Jindřichův Hradec,49.213180,14.776207
Doubek,Praha-východ,50.017715,14.737871
Doubice,Děčín,50.888706,14.461724
Doubrava,Karviná,49.858829,18.480287
Doubravčice,Kolín,50.022153,14.793181
Doubravice,České Budějovice,48.935899,14.510822
Doubravice,Strakonice,49.352117,13.862024
Doubravice,Trutnov,50.405574,15.761986
Doubravice nad Svitavou,Blansko,49.436736,16.629473
Doubravička,Mladá Boleslav,50.395208,14.776212
Doubravník,Brno-venkov,49.424208,16.352799
Doubravy,Zlín,49.142547,17.668211
Doudleby,České Budějovice,48.893631,14.501587
Doudleby nad Orlicí,Rychnov nad Kněžnou,50.107644,16.261846
Doupě,Jihlava,49.236937,15.434721
Doupovské Hradiště,Karlovy Vary,50.250000,13.000000
Drahanovice,Olomouc,49.578656,17.077119
Drahany,Prostějov,49.433359,16.897488
Drahelčice,Praha-západ,50.031926,14.203056
Drahenice,Příbram,49.520949,13.958510
Drahkov,Plzeň-jih,49.557261,13.472540
Drahlín,Příbram,49.732317,13.968974
Drahňovice,Benešov,49.822575,14.901750
Drahobudice,Kolín,49.937579,15.066361
Drahobuz,Litoměřice,50.525222,14.320808
Drahonice,Strakonice,49.200853,14.074682
Drahonín,Brno-venkov,49.414161,16.277005
Drahoňův Újezd,Rokycany,49.877208,13.725945
Drahotěšice,České Budějovice,49.124437,14.546683
Drahotín,Domažlice,49.524240,12.758259
Drahouš,Rakovník,50.080232,13.475770
Drahov,Tábor,49.175466,14.754277
Drachkov,Strakonice,49.242924,13.841570
Dráchov,Tábor,49.226539,14.706724
Drásov,Brno-venkov,49.331934,16.478090
Drásov,Příbram,49.702186,14.117807
Dražeň,Plzeň-sever,49.926953,13.287978
Draženov,Domažlice,49.455812,12.872799
Dražice,Tábor,49.415254,14.640682
Dražíč,České Budějovice,49.305974,14.383923
Dražičky,Tábor,49.399131,14.598820
Drážov,Strakonice,49.167415,13.740707
Dražovice,Vyškov,49.194842,16.943484
Dražovice,Klatovy,49.224775,13.607113
Dražůvky,Hodonín,49.030633,17.019078
Drevníky,Příbram,49.720260,14.274132
Drhovice,Tábor,49.432915,14.558481
Drhovle,Písek,49.333979,14.042370
Drhovy,Příbram,49.739163,14.232487
Drmoul,Cheb,49.939070,12.665618
Drnek,Kladno,50.195744,13.972514
Drnholec,Břeclav,48.857558,16.485962
Drnovice,Blansko,49.469406,16.542335
Drnovice,Vyškov,49.276395,16.951569
Drnovice,Zlín,49.178990,17.957414
Drobovice,Kutná Hora,49.889628,15.413523
Droužetice,Strakonice,49.289184,13.898120
Droužkovice,Chomutov,50.430887,13.429205
Drozdov,Šumperk,49.907835,16.787450
Drozdov,Beroun,49.863241,13.840685
Drslavice,Prachatice,49.025427,13.920865
Drslavice,Uherské Hradiště,49.047152,17.600184
Druhanov,Havlíčkův Brod,49.698880,15.410323
Drunče,Jindřichův Hradec,49.296949,14.936562
Druztová,Plzeň-sever,49.797516,13.448829
Družec,Kladno,50.103086,14.045510
Drysice,Vyškov,49.334642,17.057846
Držkov,Jablonec nad Nisou,50.687640,15.303285
Držková,Zlín,49.319242,17.785620
Držovice,Prostějov,49.491208,17.134108
Dřenice,Chrudim,49.982634,15.745503
Dřešín,Strakonice,49.161244,13.775775
Dřetovice,Kladno,50.182789,14.210368
Dřevčice,Praha-východ,50.167854,14.628327
Dřevěnice,Jičín,50.452370,15.447215
Dřevnovice,Prostějov,49.328187,17.143364
Dřevohostice,Přerov,49.426043,17.592153
Dřínov,Kladno,50.275664,14.069855
Dřínov,Mělník,50.273754,14.397610
Dřínov,Kroměříž,49.292989,17.233486
